region,crop,own_price_elas
DE000000,BARL,1.730213122222019
DE000000,OATS,3.885613585225014
DE000000,MAIZ,1.691399650539726
DE000000,OCER,2.510578568156546
DE000000,RAPE,1.01819215529604
DE000000,SUNF,11.00933367455315
DE000000,PULS,2.333471152889215
DE000000,POTA,1.878368741660537
DE000000,SUGB,3.114397427841615
DE000000,MAIF,1.555225268981143
DE000000,OFAR,4.115048019589457
DE110000,SWHE,1.605761073992895
DE110000,RYEM,7.661878012212344
DE110000,BARL,0.8401039548432743
DE110000,OATS,2.727931796397106
DE110000,MAIZ,1.921769355698598
DE110000,OCER,2.115848895286105
DE110000,RAPE,0.7618294780956163
DE110000,PULS,2.568875069545844
DE110000,POTA,27.09256390086758
DE110000,SUGB,4.329995329510088
DE110000,MAIF,1.459946390891126
DE110000,OFAR,4.251855837864412
DE120000,SWHE,1.587099257334998
DE120000,RYEM,4.648101807571018
DE120000,BARL,1.330412850679021
DE120000,OATS,4.739514252472063
DE120000,MAIZ,1.528989575488785
DE120000,OCER,2.639805165714254
DE120000,RAPE,0.8039993733091192
DE120000,PULS,6.852004114177868
DE120000,POTA,1.683889569897222
DE120000,SUGB,3.111293846216876
DE120000,MAIF,1.236870308255297
DE120000,OFAR,5.24967020386551
DE130000,SWHE,1.03446455936661
DE130000,BARL,0.977847119064414
DE130000,OATS,11.07913339147006
DE130000,MAIZ,1.227639452046092
DE130000,OCER,3.965298372405692
DE130000,RAPE,0.7238444131237046
DE130000,POTA,1.224370852148455
DE130000,SUGB,4.416832428258939
DE130000,MAIF,1.14017958727943
DE130000,OFAR,16.88911191616367
DE140000,SWHE,1.812534162184412
DE140000,RYEM,6.949754961630321
DE140000,BARL,0.9067732506983348
DE140000,OATS,2.10967941185514
DE140000,MAIZ,2.247480926737078
DE140000,OCER,3.131947085930225
DE140000,RAPE,0.7505409532922587
DE140000,PULS,2.430313545834507
DE140000,POTA,1.631324389244745
DE140000,MAIF,2.432831059770065
DE140000,OFAR,4.029826661629928
DE210000,SWHE,1.434098268985509
DE210000,RYEM,3.638133962503341
DE210000,BARL,0.8493114119404126
DE210000,OATS,0.9702367897289583
DE210000,MAIZ,1.246019425467925
DE210000,OCER,2.377273397082287
DE210000,RAPE,0.7811476869855056
DE210000,PULS,1.521337956518936
DE210000,POTA,3.177210464999293
DE210000,SUGB,2.470383016701594
DE210000,MAIF,1.248453981781865
DE210000,OFAR,5.399774783585313
DE220000,SWHE,1.350386974806933
DE220000,RYEM,3.970299602863244
DE220000,BARL,0.9513913479047442
DE220000,OATS,1.968029216618343
DE220000,MAIZ,0.9400723740837755
DE220000,OCER,1.525336993961731
DE220000,RAPE,1.10326007205716
DE220000,SUNF,8.007732346759743
DE220000,PULS,1.386753828215249
DE220000,POTA,6.544543898102614
DE220000,SUGB,2.107831557330294
DE220000,MAIF,0.8354832159187072
DE220000,OFAR,6.568211318195821
DE230000,SWHE,1.571980239977332
DE230000,RYEM,3.998640774859976
DE230000,BARL,1.300628715414646
DE230000,OATS,0.8217297181399786
DE230000,MAIZ,2.075243425806713
DE230000,OCER,1.419969516044806
DE230000,RAPE,0.7715657439291294
DE230000,PULS,2.354241293806551
DE230000,POTA,0.6133703810175608
DE230000,SUGB,3.372491860198021
DE230000,MAIF,1.602330062444123
DE230000,OFAR,4.742629409902965
DE240000,SWHE,1.951758199281146
DE240000,RYEM,3.310697438766236
DE240000,BARL,1.057241051999862
DE240000,OATS,1.218875272743812
DE240000,OCER,2.125909845308601
DE240000,RAPE,0.6469954469717344
DE240000,PULS,1.438199614697781
DE240000,POTA,2.973052485076474
DE240000,SUGB,4.113346981209149
DE240000,MAIF,1.487434992219755
DE240000,OFAR,4.270847191214415
DE250000,SWHE,0.8798815811740388
DE250000,RYEM,3.369992742556309
DE250000,BARL,1.628405457976706
DE250000,OATS,28.57440648578381
DE250000,MAIZ,4.951619646574964
DE250000,OCER,13.2670028206752
DE250000,RAPE,0.8600497474716243
DE250000,PULS,1.958975782566605
DE250000,POTA,2.311747571260282
DE250000,SUGB,2.694304547555298
DE250000,MAIF,1.795086025849737
DE250000,OFAR,5.039056564569234
DE260000,SWHE,1.614188144065669
DE260000,DWHE,4.566172038707573
DE260000,RYEM,4.180190082241615
DE260000,BARL,1.085361691822987
DE260000,OATS,2.708329717116122
DE260000,MAIZ,2.224097214790463
DE260000,OCER,2.474057917004479
DE260000,RAPE,1.016395653954818
DE260000,SUNF,5.96071931850998
DE260000,PULS,0.480389375301696
DE260000,POTA,3.292854790549251
DE260000,SUGB,3.797897281090542
DE260000,MAIF,1.094628575597353
DE260000,OFAR,5.447331489999149
DE270000,SWHE,1.49716990851363
DE270000,RYEM,6.517340122799513
DE270000,BARL,0.9365746585069504
DE270000,OATS,10.21973740485414
DE270000,MAIZ,2.552904813833447
DE270000,OCER,9.244272598708221
DE270000,RAPE,1.247980024409567
DE270000,PULS,2.067869801878079
DE270000,POTA,1.712915938613629
DE270000,SUGB,3.042206259970067
DE270000,MAIF,1.462044108873847
DE270000,OFAR,5.482598571641065
DE400000,SWHE,2.09801315573853
DE400000,RYEM,1.782237889393832
DE400000,BARL,2.663263908647864
DE400000,OATS,4.953725269214212
DE400000,MAIZ,4.517686270310297
DE400000,OCER,0.5305332286996748
DE400000,RAPE,2.181250687722748
DE400000,SUNF,7.268484663951524
DE400000,PULS,3.682394470925138
DE400000,POTA,1.005235421016579
DE400000,SUGB,5.172118577547538
DE400000,MAIF,2.754272108438655
DE400000,OFAR,6.723890011759788
DE710000,SWHE,0.007758972124331021
DE710000,RYEM,2.352302227785416
DE710000,BARL,0.03613001185778505
DE710000,OATS,2.610078878328566
DE710000,MAIZ,1.25918772833519
DE710000,OCER,1.471922258714963
DE710000,RAPE,0.00308247622768438
DE710000,PULS,0.9652580215683723
DE710000,POTA,9.296439513794164
DE710000,SUGB,1.693652984334934
DE710000,MAIF,0.008149444116465673
DE710000,OFAR,1.97762624725336
DE720000,SWHE,0.01066782262877678
DE720000,RYEM,2.545292653304388
DE720000,BARL,0.02853115094318087
DE720000,OATS,1.755747990239571
DE720000,OCER,1.157412714554753
DE720000,RAPE,0.003099305319165103
DE720000,PULS,1.096643670570125
DE720000,SUGB,4.858803227412534
DE720000,MAIF,0.9437211205837469
DE720000,OFAR,2.582264816054161
DE730000,SWHE,0.009707096765957402
DE730000,RYEM,2.508760705410547
DE730000,BARL,0.03275310381047096
DE730000,OATS,1.651586522166267
DE730000,OCER,0.9623686743065029
DE730000,RAPE,0.003486316954969506
DE730000,PULS,1.26668490926974
DE730000,SUGB,2.159752127320144
DE730000,MAIF,2.356359980560145
DE730000,OFAR,1.319267964839012
DE800000,SWHE,0.7522194224155211
DE800000,RYEM,1.048985418323378
DE800000,BARL,0.7983486094874124
DE800000,OATS,2.045027569412346
DE800000,MAIZ,1.924243026086905
DE800000,OCER,0.7803910887013684
DE800000,RAPE,0.1938749178024069
DE800000,PULS,1.55610815902339
DE800000,POTA,0.3068936471363509
DE800000,SUGB,1.227016748494097
DE800000,MAIF,0.4773226662784018
DE800000,OFAR,6.977533276747339
DE910000,SWHE,0.396947827747253
DE910000,RYEM,1.219775592362419
DE910000,BARL,0.3988157161597524
DE910000,OATS,1.173092855661545
DE910000,OCER,0.6034621403430751
DE910000,RAPE,0.2321382475444147
DE910000,PULS,0.8493477116340108
DE910000,POTA,0.7197143261683729
DE910000,SUGB,0.4236769089143188
DE910000,MAIF,0.542615676933693
DE910000,OFAR,3.11017599316382
DE920000,SWHE,0.558518754471451
DE920000,RYEM,1.032068283792607
DE920000,BARL,0.4199165679194153
DE920000,OATS,0.8049846634113398
DE920000,MAIZ,0.6945107954313003
DE920000,OCER,1.111732971382197
DE920000,RAPE,0.2619587107548578
DE920000,PULS,0.5806376254840853
DE920000,POTA,0.3025665956372677
DE920000,SUGB,0.6718648161263697
DE920000,MAIF,0.3362721116221564
DE920000,OFAR,4.385515926028078
DE930000,SWHE,1.021235213908521
DE930000,RYEM,1.240249957524249
DE930000,BARL,0.7504596219935823
DE930000,OATS,0.8923706237339244
DE930000,MAIZ,2.378784929094944
DE930000,OCER,1.879913906256506
DE930000,RAPE,0.2800472214418895
DE930000,PULS,1.227998055716135
DE930000,POTA,0.2626550976417083
DE930000,SUGB,1.093718113322372
DE930000,MAIF,0.4295040548165645
DE930000,OFAR,5.249903511703161
DE940000,SWHE,1.134201674445522
DE940000,RYEM,1.520747079828424
DE940000,BARL,0.8477079674980065
DE940000,OATS,1.012347935647819
DE940000,MAIZ,0.9814146978461847
DE940000,OCER,1.412897874203439
DE940000,RAPE,0.597776581020227
DE940000,POTA,0.4195828440960372
DE940000,SUGB,1.645705391113885
DE940000,MAIF,0.5414487607111893
DE940000,OFAR,3.826367573298413
DEA10000,SWHE,2.227742255245306
DEA10000,RYEM,6.545620618380706
DEA10000,BARL,2.003352415803027
DEA10000,OATS,4.236203286157957
DEA10000,MAIZ,1.262465814336022
DEA10000,OCER,3.872608014521056
DEA10000,RAPE,1.785420878390952
DEA10000,POTA,1.366302305412034
DEA10000,SUGB,1.988403083559543
DEA10000,MAIF,3.107569590136187
DEA10000,OFAR,2.605390525969031
DEA20000,SWHE,1.391275809692068
DEA20000,RYEM,12.3339978080584
DEA20000,BARL,2.303408372515857
DEA20000,OATS,4.542871248075047
DEA20000,MAIZ,6.277538081268332
DEA20000,OCER,6.757626806924441
DEA20000,RAPE,0.8768620197113931
DEA20000,POTA,1.372573694384222
DEA20000,SUGB,3.432830727058323
DEA20000,MAIF,2.177946598103309
DEA20000,OFAR,3.295544904958639
DEA30000,SWHE,1.991233970346241
DEA30000,RYEM,6.259061217094504
DEA30000,BARL,2.090769629724303
DEA30000,OATS,1.528833218247185
DEA30000,MAIZ,0.9303687211535574
DEA30000,OCER,4.894029101581644
DEA30000,RAPE,1.245589905335425
DEA30000,POTA,2.173100942228604
DEA30000,SUGB,5.427350996315282
DEA30000,MAIF,1.31215559978893
DEA30000,OFAR,2.711760201656021
DEA40000,SWHE,1.634596444130735
DEA40000,RYEM,6.911013747973413
DEA40000,BARL,1.739210658397806
DEA40000,OATS,3.706289280775446
DEA40000,MAIZ,1.337253952144494
DEA40000,OCER,4.078781745740789
DEA40000,RAPE,0.7848854157464646
DEA40000,PULS,4.644544925121077
DEA40000,POTA,4.884227114526051
DEA40000,SUGB,3.713826655119957
DEA40000,MAIF,1.851581213037627
DEA40000,OFAR,2.898782017803223
DEA50000,SWHE,1.595353120406072
DEA50000,RYEM,6.31122088183582
DEA50000,BARL,2.468926083007405
DEA50000,OATS,2.301370916909865
DEA50000,MAIZ,4.517255913701858
DEA50000,OCER,2.607916698921779
DEA50000,RAPE,0.8117396230654564
DEA50000,POTA,6.165777640643248
DEA50000,SUGB,7.163320104416191
DEA50000,MAIF,1.222848370170659
DEB10000,SWHE,1.191265566060765
DEB10000,RYEM,4.599703142799052
DEB10000,BARL,1.368466217462245
DEB10000,OATS,2.793204829589788
DEB10000,OCER,1.229507073740173
DEB10000,RAPE,0.6592194113750655
DEB10000,PULS,4.343083096145484
DEB10000,POTA,2.96690795474864
DEB10000,SUGB,5.844451568587394
DEB10000,MAIF,2.346267570397434
DEB10000,OFAR,2.433740584409321
DEB20000,SWHE,31.27934391318668
DEB20000,BARL,26.06715647759509
DEB20000,OATS,110.9976448127979
DEB20000,OCER,42.85830982397527
DEB20000,RAPE,10.65819791776425
DEB20000,MAIF,3.412395404692987
DEB20000,OFAR,6.762788403496968
DEB30000,SWHE,2.040985616464403
DEB30000,DWHE,7.019764477727946
DEB30000,RYEM,6.153575809459145
DEB30000,BARL,1.79918725147994
DEB30000,OATS,6.69047311816409
DEB30000,MAIZ,1.851340673006691
DEB30000,OCER,1.729911618123622
DEB30000,RAPE,1.06804008459968
DEB30000,PULS,4.211948585981577
DEB30000,POTA,5.11985800963769
DEB30000,SUGB,3.922401173866264
DEB30000,MAIF,2.814463495284445
DEB30000,OFAR,4.224452412437885
DEC00000,SWHE,10.78984308482681
DEC00000,RYEM,8.596571263564341
DEC00000,BARL,11.71306212472519
DEC00000,OATS,18.09688959563249
DEC00000,OCER,14.69859025346938
DEC00000,RAPE,5.023159923969845
DEC00000,MAIF,8.553127968491765
DEC00000,OFAR,4.046438967205177
DED00000,SWHE,0.01618135512817551
DED00000,RYEM,0.05279522119173292
DED00000,BARL,0.0486949134048108
DED00000,OATS,0.0502189682502346
DED00000,MAIZ,0.06668506551215
DED00000,OCER,0.02873418858576299
DED00000,RAPE,0.01167596033351389
DED00000,SUNF,18.91669689351986
DED00000,PULS,0.0514169227936436
DED00000,POTA,0.6960204696234289
DED00000,SUGB,0.1077088836271572
DED00000,MAIF,0.05915822157769056
DED00000,OFAR,13.15864282354655
DEE00000,SWHE,1.270703740792883
DEE00000,DWHE,4.656847058689093
DEE00000,RYEM,1.852631034429454
DEE00000,BARL,1.108509355656563
DEE00000,OATS,3.547023281045119
DEE00000,MAIZ,2.191902420082736
DEE00000,OCER,1.911992900038747
DEE00000,RAPE,1.12173401974232
DEE00000,SUNF,24.56777894364625
DEE00000,PULS,0.3249869425027739
DEE00000,POTA,0.4787362585696611
DEE00000,SUGB,2.719510833740375
DEE00000,MAIF,0.9741355783442194
DEE00000,OFAR,3.931967066242882
DEF00000,SWHE,3.319006554297597
DEF00000,RYEM,12.97568732420057
DEF00000,BARL,5.313377275433822
DEF00000,OATS,5.153310091521845
DEF00000,OCER,4.040582887770431
DEF00000,RAPE,1.295383766421268
DEF00000,PULS,7.157537351918028
DEF00000,POTA,1.811276191059177
DEF00000,SUGB,12.38135012807198
DEF00000,MAIF,2.420911747272746
DEF00000,OFAR,4.2340019287708
DEG00000,SWHE,2.427290964638279
DEG00000,RYEM,7.872510834859874
DEG00000,BARL,2.275651944135531
DEG00000,OATS,7.484260184321356
DEG00000,MAIZ,5.577793902411061
DEG00000,OCER,3.084274338798323
DEG00000,RAPE,1.078396197506558
DEG00000,SUNF,39.89811152487556
DEG00000,PULS,3.555217623354881
DEG00000,POTA,9.402631008635648
DEG00000,SUGB,6.908893108937291
DEG00000,MAIF,3.784810533779546
DEG00000,OFAR,3.991278108447652
EL000000,SWHE,2.059141037249375
EL000000,DWHE,0.4701291959911702
EL000000,RYEM,0.6129841170882812
EL000000,BARL,2.32709695062486
EL000000,OATS,1.709127243955615
EL000000,MAIZ,1.127648316109371
EL000000,SUNF,1.463271599195691
EL000000,PULS,2.313813516461845
EL000000,POTA,5.787254082852646
EL000000,SUGB,1.172212122109541
EL000000,MAIF,4.835379655943696
EL000000,OFAR,2.624101838120827
EL110000,SWHE,2.574250173536021
EL110000,DWHE,0.1255624262264442
EL110000,RYEM,2.680424113326362
EL110000,BARL,1.235142382623504
EL110000,MAIZ,1.199264568520775
EL110000,SUNF,2.691240302428272
EL110000,PULS,1.311203382009849
EL110000,POTA,3.218736040079741
EL110000,SUGB,1.006410749454024
EL110000,OFAR,1.239868286282895
EL120000,SWHE,2.474088037774626
EL120000,DWHE,0.1589983799976025
EL120000,RYEM,1.29749336162677
EL120000,BARL,2.345537358995545
EL120000,OATS,2.29155839398882
EL120000,MAIZ,0.8828882100527505
EL120000,SUNF,3.085237221813873
EL120000,POTA,4.09184974663916
EL120000,SUGB,1.035080814753897
EL120000,MAIF,4.835379655943697
EL120000,OFAR,2.479690782212516
EL130000,SWHE,0.3961410489947557
EL130000,DWHE,0.2352325624219881
EL130000,RYEM,0.6635353391144623
EL130000,BARL,0.2541117272080432
EL130000,MAIZ,0.9075284924359219
EL130000,PULS,2.207198554540738
EL130000,POTA,2.378293955561093
EL130000,SUGB,1.305777953630795
EL130000,OFAR,0.2636196996199598
EL140000,SWHE,2.608563483571788
EL140000,DWHE,0.5343142007545975
EL140000,BARL,1.646912701075554
EL140000,OATS,2.860449055317768
EL140000,MAIZ,1.344258760386895
EL140000,PULS,6.861412981904682
EL140000,POTA,3.66702502667854
EL140000,SUGB,1.353492789673632
EL140000,OFAR,1.105006535529794
EL210000,OATS,4.24048908195391
EL210000,MAIZ,2.612808847178055
EL210000,POTA,1.930325498449583
EL210000,OFAR,0.8051707909831678
EL230000,SWHE,7.588140619585048
EL230000,DWHE,1.474697011195212
EL230000,BARL,4.499369211774664
EL230000,MAIZ,0.8418939861612666
EL230000,PULS,4.822465833571238
EL230000,POTA,10.16628504085216
EL230000,OFAR,0.4715456554832558
EL240000,SWHE,5.302445324143953
EL240000,DWHE,0.9272719930126022
EL240000,BARL,2.39573179522257
EL240000,OATS,2.24892894749868
EL240000,MAIZ,1.177882642729928
EL240000,PULS,1.928417963658842
EL240000,POTA,4.756506406692583
EL240000,SUGB,2.573408820945774
EL240000,OFAR,0.5314156488125414
EL250000,SWHE,4.510849142058152
EL250000,DWHE,2.165298170409414
EL250000,BARL,2.649393557647796
EL250000,OATS,13.27662985585912
EL250000,MAIZ,1.447579193550633
EL250000,PULS,1.905807908800878
EL250000,POTA,8.406289731608327
EL250000,OFAR,0.4359329353041139
EL300000,DWHE,0.728485631169913
EL300000,BARL,2.076718042978694
EL300000,OFAR,1.275981478704294
EL410000,DWHE,0.1894096912947779
EL410000,BARL,4.519290702972848
EL410000,OATS,3.001975611997783
EL410000,OFAR,1.976653161525294
EL420000,DWHE,15.00174825172703
EL420000,BARL,13.91894660385847
EL420000,POTA,19.23458045759406
EL420000,OFAR,67.86624071585007
EL430000,DWHE,0.8711351116997124
EL430000,BARL,0.7543708969074414
EL430000,OATS,3.613436097556658
EL430000,PULS,0.2951232222430539
EL430000,POTA,2.729095693819137
EL430000,OFAR,0.777100362747353
ES000000,SWHE,0.9193962448566031
ES000000,DWHE,0.2735568985386675
ES000000,RYEM,1.689052668434922
ES000000,BARL,0.7915153161139605
ES000000,OATS,1.770272625025259
ES000000,MAIZ,2.100307349822938
ES000000,OCER,1.003008099720063
ES000000,RAPE,0.01285180778787627
ES000000,SUNF,0.7275374775363135
ES000000,SOYA,20.43238257260628
ES000000,PULS,0.6625991813676368
ES000000,POTA,2.607182163429894
ES000000,SUGB,4.614471631070553
ES000000,MAIF,1.199236028574634
ES000000,OFAR,0.5827063142898603
ES110000,SWHE,1.585609792548707
ES110000,RYEM,2.033350229256638
ES110000,BARL,1.339749806412764
ES110000,MAIZ,2.953826332601508
ES110000,PULS,0.8876654732838355
ES110000,POTA,3.249502063824239
ES110000,MAIF,0.5592775881438752
ES110000,OFAR,0.3864468435044575
ES210000,SWHE,0.6118764051214146
ES210000,DWHE,1.117810727872011
ES210000,BARL,1.381774694416319
ES210000,OATS,2.126299528116421
ES210000,POTA,5.013590941394865
ES210000,SUGB,4.646995340949703
ES210000,MAIF,0.4285116394976148
ES210000,OFAR,0.465384149674316
ES220000,SWHE,1.625128509802765
ES220000,DWHE,0.3746598049671612
ES220000,BARL,0.6447506743378691
ES220000,OATS,1.827670414972224
ES220000,MAIZ,2.017279707195211
ES220000,RAPE,2.060790037767842
ES220000,SUNF,6.092621034850394
ES220000,PULS,0.8739049769214012
ES220000,POTA,6.223276552030872
ES220000,MAIF,14.25865696688566
ES220000,OFAR,0.2412727980738054
ES230000,SWHE,1.036265043918927
ES230000,BARL,0.9955953044424891
ES230000,MAIZ,0.7827282986375798
ES230000,POTA,2.380541088671905
ES230000,SUGB,5.785990670467875
ES230000,OFAR,0.5024230656163771
ES240000,SWHE,1.735279000504233
ES240000,DWHE,0.2341180949888227
ES240000,RYEM,4.22858452989878
ES240000,BARL,0.9141883512624072
ES240000,OATS,1.356144495903511
ES240000,MAIZ,2.203924196717217
ES240000,OCER,0.9045533559931576
ES240000,RAPE,27.05602994936273
ES240000,SUNF,6.207528990903771
ES240000,PULS,2.86937576336448
ES240000,POTA,20.88963024796171
ES240000,MAIF,2.738541825793506
ES240000,OFAR,0.5142242506676616
ES300000,SWHE,1.784115782631549
ES300000,BARL,0.7467592079883575
ES300000,OATS,1.368147795905064
ES300000,MAIZ,2.619251504473294
ES300000,SUNF,1.444213063213802
ES300000,PULS,0.5731070488517864
ES300000,POTA,2.231808568834973
ES300000,OFAR,1.156234610643371
ES410000,SWHE,0.4128426085539867
ES410000,DWHE,0.5363905699498649
ES410000,RYEM,1.435264930736802
ES410000,BARL,0.7319634464203426
ES410000,OATS,2.854679525043093
ES410000,MAIZ,2.704142671617621
ES410000,OCER,1.755922358215427
ES410000,SUNF,0.3310359868966226
ES410000,PULS,0.4017162109444314
ES410000,POTA,1.131583505270982
ES410000,SUGB,5.254891426912385
ES410000,MAIF,0.7350903246800061
ES410000,OFAR,1.289279516936992
ES420000,SWHE,1.352166784454556
ES420000,DWHE,0.3240098595054698
ES420000,RYEM,2.303972406142093
ES420000,BARL,0.7249951112565427
ES420000,OATS,1.455209309563733
ES420000,MAIZ,0.8528780305268302
ES420000,OCER,0.1626339042087454
ES420000,RAPE,108.0616028266742
ES420000,SUNF,0.8531495550403535
ES420000,PULS,0.6997881094904652
ES420000,POTA,8.605016600425373
ES420000,SUGB,4.939662626493324
ES420000,MAIF,1.145949272615355
ES420000,OFAR,0.3765234415032482
ES430000,SWHE,1.307780748599585
ES430000,DWHE,0.32836756095451
ES430000,RYEM,2.027417081165687
ES430000,BARL,1.783569603198267
ES430000,OATS,1.632926358144141
ES430000,MAIZ,2.387768219534413
ES430000,OCER,1.427077394641888
ES430000,RAPE,17.68697820284005
ES430000,SUNF,5.920792362661814
ES430000,SOYA,20.43238257260628
ES430000,PULS,0.5109809358413214
ES430000,POTA,8.84216962521393
ES430000,SUGB,22.18709696301446
ES430000,OFAR,0.8927358935908015
ES510000,SWHE,0.673512864567859
ES510000,BARL,0.6202441347646945
ES510000,OATS,2.136527722890036
ES510000,MAIZ,1.848540457214549
ES510000,OCER,0.5317782251462928
ES510000,RAPE,3.076508310741921
ES510000,SUNF,1.950657939321356
ES510000,PULS,0.6532180120667538
ES510000,POTA,7.782500693978287
ES510000,MAIF,0.3658013048361289
ES510000,OFAR,0.3015682624861287
ES520000,SWHE,5.424672441391236
ES520000,BARL,1.743626979654074
ES520000,OATS,1.456663160631324
ES520000,MAIZ,3.445670533588448
ES520000,SUNF,6.206459054490838
ES520000,PULS,0.3428550662242435
ES520000,POTA,4.541843306910036
ES520000,OFAR,3.23596377279182
ES530000,SWHE,2.334591795690515
ES530000,BARL,1.423018176925428
ES530000,OATS,2.122797500246754
ES530000,OCER,1.445453406049485
ES530000,RAPE,2.047071422117523
ES530000,PULS,1.270792411453427
ES530000,POTA,4.879651013076427
ES530000,OFAR,0.8375262485272612
ES610000,SWHE,0.8511214296286533
ES610000,DWHE,0.2566892946858864
ES610000,BARL,0.7664894979901758
ES610000,OATS,0.7885210773021107
ES610000,MAIZ,1.655561616948818
ES610000,OCER,1.037316058447233
ES610000,RAPE,50.98599324490083
ES610000,SUNF,0.2582582179970203
ES610000,PULS,0.0294337071942239
ES610000,POTA,1.054422793984129
ES610000,SUGB,3.987796754758519
ES610000,MAIF,0.888925244958167
ES610000,OFAR,0.2093669395584991
ES620000,SWHE,4.748870531363841
ES620000,BARL,1.695174953134328
ES620000,OATS,2.120754871746332
ES620000,OCER,2.601920414647356
ES620000,POTA,5.358257580203461
ES620000,OFAR,3.578033416062053
FR000000,SWHE,0.7465755803594936
FR000000,DWHE,1.410086796553778
FR000000,RYEM,6.66430550662797
FR000000,BARL,1.372672452503328
FR000000,OATS,1.673688957306561
FR000000,MAIZ,1.059894096263701
FR000000,OCER,1.517651307611056
FR000000,RAPE,1.027526048167678
FR000000,SUNF,1.296726543015629
FR000000,SOYA,2.509347128434413
FR000000,PULS,1.672998678401463
FR000000,POTA,0.6194046649765695
FR000000,SUGB,1.665501569233015
FR000000,MAIF,0.915008674869515
FR000000,OFAR,0.8705525587543044
FR100000,SWHE,0.5236216284752562
FR100000,DWHE,5.142001530461145
FR100000,BARL,1.313461709611293
FR100000,OATS,2.506533046017506
FR100000,MAIZ,1.90230002354224
FR100000,OCER,1.96101950507522
FR100000,RAPE,0.8936299300781909
FR100000,SUNF,6.599137651109767
FR100000,PULS,1.276236760902079
FR100000,POTA,0.7277982245253849
FR100000,SUGB,1.262747648005281
FR100000,MAIF,3.804192513208198
FR100000,OFAR,3.972556334066577
FR210000,SWHE,0.6293068152863218
FR210000,BARL,1.337143097333021
FR210000,OATS,3.170215258701703
FR210000,MAIZ,1.488935466240682
FR210000,OCER,2.374373238960101
